"NAME","ADDRESS","POSTCODE","LONGITUDE","LATITUDE"
"Agnes Street","135 Agnes Street","BT13 1GG",-5.947451864614277,54.604649023386166
"Springfield Avenue","7-11 Springfield Avenue","BT12 7BA",-5.959974323420361,54.59833159268318
